chr,start,end,n_hom
1,207861743,207862878,1
1,207862878,207863631,2
1,207863631,207866710,1
1,207866710,207873039,2
1,207873039,207875080,1
1,207875080,207877331,1
1,207877331,207886664,1
1,207886664,207890121,1
1,207890121,207917364,1
1,207917364,207922343,2
1,207922343,207936423,1
1,207936423,207938277,1
1,207938277,207942257,1
1,207942257,207984440,1
1,207984440,207984648,1
1,207984648,207992258,5
1,207992258,207998023,14
1,207998023,207999169,1
1,207999169,207999772,2
1,207999772,208005630,1
1,208005630,208026654,35
1,208026654,208033912,13
1,208033912,208063929,31
1,208063929,208067239,6
1,208067239,208071526,6
1,208071526,208084284,12
1,208084284,208087888,2
1,208087888,208088610,1
1,208088610,208090254,1
1,208090254,208093517,1
1,208093517,208100540,2
1,208100540,208104376,1
1,208104376,208105532,1
1,208105532,208106410,1
1,208106410,208108002,1
1,208108002,208111143,1
1,208111143,208112935,1
1,208112935,208115963,2
1,208115963,208122438,6
1,208122438,208122738,1
1,208122738,208125224,1
1,208125224,208125854,1
1,208125854,208126997,1
1,208126997,208127990,4
1,208127990,208132091,1
1,208132091,208135895,1
1,208135895,208141462,1
1,208141462,208147773,6
1,208147773,208149795,2
1,208149795,208150884,3
1,208150884,208152086,4
1,208152086,208152457,2
1,208152457,208154752,1
1,208154752,208155533,2
1,208155533,208155974,1
1,208155974,208158304,1
1,208158304,208160213,2
1,208160213,208161690,4
1,208161690,208165887,8
1,208165887,208166256,1
1,208166256,208166812,1
1,208166812,208168155,1
1,208168155,208171772,2
1,208171772,208173501,3
1,208173501,208173810,1
1,208173810,208177013,1
1,208177013,208179562,1
1,208179562,208183606,2
1,208183606,208185014,4
1,208185014,208188492,1
1,208188492,208194856,1
1,208194856,208195652,1
1,208195652,208196480,2
1,208196480,208196851,2
1,208196851,208201989,3
1,208201989,208223075,15
1,208223075,208285563,1
1,208285563,208312529,2
1,208312529,208383933,11
1,208383933,208386304,1
1,208386304,208388813,1
1,208388813,208390716,1
1,208390716,208392967,2
1,208392967,208393807,1
1,208393807,208396429,1
1,208396429,208398907,2
1,208398907,208399754,4
1,208399754,208402236,2
1,208402236,208410763,5
1,208410763,208414549,1
1,208414549,208419538,3
1,208419538,208420968,1
1,208420968,208426622,2
1,208426622,208433403,1
1,208433403,208435929,2
1,208435929,208438954,7
1,208438954,208439271,1
1,208439271,208449893,2
1,208449893,208455862,2
1,208455862,208459610,2
1,208459610,208462859,3
1,208462859,208465300,1
1,208465300,208470453,1
1,208470453,208472915,1
1,208472915,208473659,2
1,208473659,208474640,1
1,208474640,208477860,2
1,208477860,208480216,1
1,208480216,208482499,1
1,208482499,208484364,1
1,208484364,208487663,1
1,208487663,208488431,1
1,208488431,208488962,1
1,208488962,208492413,1
1,208492413,208493904,3
1,208493904,208498111,1
1,208498111,208500138,1
1,208500138,208503660,1
1,208503660,208506469,1
1,208506469,208507988,1
1,208507988,208512771,1
1,208512771,208513483,1
1,208513483,208516103,2
1,208516103,208519172,1
1,208519172,208521226,1
1,208521226,208525228,1
1,208525228,208525968,2
1,208525968,208527388,2
1,208527388,208543099,19
1,208543099,208575656,28
1,208575656,208587452,11
1,208587452,208593922,10
1,208593922,208601992,5
1,208601992,208605852,3
1,208605852,208606338,1
1,208606338,208609954,3
1,208609954,208613234,1
1,208613234,208619601,4
1,208619601,208620794,2
1,208620794,208622840,4
1,208622840,208623577,1
1,208623577,208625872,2
1,208625872,208630644,2
1,208630644,208630776,1
1,208630776,208633595,4
1,208633595,208636277,3
1,208636277,208653495,8
1,208653495,208686132,1
1,208686132,208714700,1
1,208714700,208743824,1
1,208743824,208745113,1
1,208745113,208751209,2
1,208751209,208753126,1
1,208753126,208763936,1
1,208763936,208764239,1
1,208764239,208765225,3
1,208765225,208765407,1
1,208765407,208766496,1
1,208766496,208768544,2
1,208768544,208773982,1
1,208773982,208776658,2
1,208776658,208779183,2
1,208779183,208783276,2
1,208783276,208784416,1
1,208784416,208792583,1
1,208792583,208796791,1
1,208796791,208797213,1
1,208797213,208798634,1
1,208798634,208800686,1
1,208800686,208802286,10
1,208802286,208802366,1
1,208802366,208802971,2
1,208802971,208803073,1
1,208803073,208804190,1
1,208804190,208806226,3
1,208806226,208810982,1
1,208810982,208813248,1
1,208813248,208816900,1
1,208816900,208821035,1
1,208821035,208825359,1
1,208825359,208828875,1
1,208828875,208843574,2
1,208843574,208846147,2
1,208846147,208855958,1
1,208855958,208858932,1
1,208858932,208861951,1
1,208861951,208864302,1
1,208864302,208871358,1
1,208871358,208876055,1
1,208876055,208878397,2
1,208878397,208881796,1
1,208881796,208888844,1
1,208888844,208891071,1
1,208891071,208891914,1
1,208891914,208915169,2
1,208915169,208917082,1
1,208917082,208919128,1
1,208919128,208931429,1
1,208931429,208933340,2
1,208933340,208938508,8
1,208938508,208939039,2
1,208939039,208939254,1
1,208939254,208942204,1
1,208942204,208943038,1
1,208943038,208952956,1
1,208952956,208972494,1
1,208972494,209006771,1
1,209006771,209008416,1
1,209008416,209031918,4
1,209031918,209058344,1
1,209058344,209075904,18
1,209075904,209078939,6
1,209078939,209084391,1
1,209084391,209104614,8
1,209104614,209115841,15
1,209115841,209135531,17
1,209135531,209220995,107
1,209220995,209274096,46
1,209274096,209282441,7
1,209282441,209290352,5
1,209290352,209307758,1
1,209307758,209338541,1
1,209338541,209352085,1
1,209352085,209387328,1
1,209387328,209429541,4
1,209429541,209432291,4
1,209432291,209529512,37
1,209529512,209539771,5
1,209539771,209543621,3
1,209543621,209549427,6
1,209549427,209591531,1
1,209591531,209610349,2
1,209610349,209611582,1
1,209611582,209613538,2
1,209613538,209615169,1
1,209615169,209618217,1
1,209618217,209619430,1
1,209619430,209621207,1
1,209621207,209631227,1
1,209631227,209641101,1
1,209641101,209654144,1
1,209654144,209659601,14
1,209659601,209669778,2
1,209669778,209671099,1
1,209671099,209676369,1
1,209676369,209678351,2
1,209678351,209686663,2
1,209686663,209694052,3
1,209694052,209696074,1
1,209696074,209697571,1
1,209697571,209698183,1
1,209698183,209712915,3
1,209712915,209729071,1
1,209729071,209751420,1
1,209751420,209765200,7
1,209765200,209765790,1
1,209765790,209793059,30
1,209793059,209797155,7
1,209797155,209830500,53
1,209830500,209847025,40
1,209847025,209884750,25
1,209884750,209890843,5
1,209890843,209895159,5
1,209895159,209901488,3
1,209901488,209904266,4
1,209904266,209933160,1
1,209933160,209972426,2
1,209972426,209987774,1
1,209987774,209990549,2
1,209990549,209992583,3
1,209992583,209993757,2
1,209993757,209997630,8
1,209997630,210000468,3
1,210000468,210001253,1
1,210001253,210006430,4
1,210006430,210009024,2
1,210009024,210015904,5
1,210015904,210023593,8
1,210023593,210024578,1
1,210024578,210028908,7
1,210028908,210030132,1
1,210030132,210032834,6
1,210032834,210036895,6
1,210036895,210047502,11
1,210047502,210053864,9
1,210053864,210063125,8
1,210063125,210067432,3
1,210067432,210070910,5
1,210070910,210071125,1
1,210071125,210075577,6
1,210075577,210079543,4
1,210079543,210087115,8
1,210087115,210100541,4
1,210100541,210106973,1
1,210106973,210123565,2
1,210123565,210146451,1
1,210146451,210164381,1
1,210164381,210172791,1
1,210172791,210180384,2
1,210180384,210181241,2
1,210181241,210183725,1
1,210183725,210185147,1
1,210185147,210188043,2
1,210188043,210188249,1
1,210188249,210190456,1
1,210190456,210192812,3
1,210192812,210195263,1
1,210195263,210195791,1
1,210195791,210197585,1
1,210197585,210199155,2
1,210199155,210199841,1
1,210199841,210205811,1
1,210205811,210207772,2
1,210207772,210207838,1
1,210207838,210210966,1
1,210210966,210216970,13
1,210216970,210220573,1
1,210220573,210253619,2
1,210253619,210263064,1
1,210263064,210276556,1
1,210276556,210308524,1
1,210308524,210311159,1
1,210311159,210317965,3
1,210317965,210328840,11
1,210328840,210335318,17
1,210335318,210345160,21
1,210345160,210349683,6
1,210349683,210357793,15
1,210357793,210359900,1
1,210359900,210360304,1
1,210360304,210361036,1
1,210361036,210362934,1
1,210362934,210363210,1
1,210363210,210363760,1
1,210363760,210365773,1
1,210365773,210368033,3
1,210368033,210370053,6
1,210370053,210372642,1
1,210372642,210374122,2
1,210374122,210380179,2
1,210380179,210381643,1
1,210381643,210383607,1
1,210383607,210385115,2
1,210385115,210386221,1
1,210386221,210388517,2
1,210388517,210395277,10
1,210395277,210397403,4
1,210397403,210398700,3
1,210398700,210400049,3
1,210400049,210402179,4
1,210402179,210404487,3
1,210404487,210404557,1
1,210404557,210405977,1
1,210405977,210411284,2
1,210411284,210411551,1
1,210411551,210412712,1
1,210412712,210414474,1
1,210414474,210417551,10
1,210417551,210418804,1
1,210418804,210419048,1
1,210419048,210420095,2
1,210420095,210421732,2
1,210421732,210423050,4
1,210423050,210431735,15
1,210431735,210434647,7
1,210434647,210438538,1
1,210438538,210439495,1
1,210439495,210447148,1
1,210447148,210448103,2
1,210448103,210448226,1
1,210448226,210449254,1
1,210449254,210450501,2
1,210450501,210458294,1
1,210458294,210460501,1
1,210460501,210473434,11
1,210473434,210473874,1
1,210473874,210474083,1
1,210474083,210508542,24
1,210508542,210522584,4
1,210522584,210537861,12
1,210537861,210545436,6
1,210545436,210574738,13
1,210574738,210577665,2
1,210577665,210580776,2
1,210580776,210585340,3
1,210585340,210587100,2
1,210587100,210588945,2
1,210588945,210592545,8
1,210592545,210595465,9
1,210595465,210596473,4
1,210596473,210597456,3
1,210597456,210598056,1
1,210598056,210598956,1
1,210598956,210601700,4
1,210601700,210602156,1
1,210602156,210605603,4
1,210605603,210606077,3
1,210606077,210606481,2
1,210606481,210609411,14
1,210609411,210610369,2
1,210610369,210610683,1
1,210610683,210613113,5
1,210613113,210613750,4
1,210613750,210615848,1
1,210615848,210619760,1
1,210619760,210623247,1
1,210623247,210628190,2
1,210628190,210631086,1
1,210631086,210649527,20
1,210649527,210658102,15
1,210658102,210662356,5
1,210662356,210683919,20
1,210683919,210760788,1
1,210760788,210763154,1
1,210763154,210765875,1
1,210765875,210766589,2
1,210766589,210767132,1
1,210767132,210769983,1
1,210769983,210771624,1
1,210771624,210773883,1
1,210773883,210776284,1
1,210776284,210781888,5
1,210781888,210784713,1
1,210784713,210786991,2
1,210786991,210790170,1
1,210790170,210796030,3
1,210796030,210800707,1
1,210800707,210805143,2
1,210805143,210805796,2
1,210805796,210810604,3
1,210810604,210814516,1
1,210814516,210817371,2
1,210817371,210821053,4
1,210821053,210822355,2
1,210822355,210822524,1
1,210822524,210824120,2
1,210824120,210825575,1
1,210825575,210827297,2
1,210827297,210836747,1
1,210836747,210841361,2
1,210841361,210844868,1
1,210844868,210849034,1
1,210849034,210850612,1
1,210850612,210851685,2
1,210851685,210854092,1
1,210854092,210861363,7
1,210861363,210866273,1
1,210866273,210868473,2
1,210868473,210871070,2
1,210871070,210876416,2
1,210876416,210881596,1
1,210881596,210889166,1
1,210889166,210890994,1
1,210890994,210895162,1
1,210895162,210903113,1
1,210903113,210906411,2
1,210906411,210917223,12
1,210917223,210921966,6
1,210921966,210923567,3
1,210923567,210935120,20
1,210935120,210942054,6
1,210942054,210954005,17
1,210954005,210985456,32
1,210985456,211003511,26
1,211003511,211003716,1
1,211003716,211107177,61
1,211107177,211132531,1
1,211132531,211168944,1
1,211168944,211175818,1
1,211175818,211185413,2
1,211185413,211201810,3
1,211201810,211208775,1
1,211208775,211243908,1
1,211243908,211259981,18
1,211259981,211298899,56
1,211298899,211299624,1
1,211299624,211300912,5
1,211300912,211307486,6
1,211307486,211352334,42
1,211352334,211368758,15
1,211368758,211369341,1
1,211369341,211382341,4
1,211382341,211392204,6
1,211392204,211397421,8
1,211397421,211422501,24
1,211422501,211432779,6
1,211432779,211433871,4
1,211433871,211461494,18
1,211461494,211471233,1
1,211471233,211517289,1
1,211517289,211539804,1
1,211539804,211546735,1
1,211546735,211552665,2
1,211552665,211577718,1
1,211577718,211589462,1
1,211589462,211599533,2
1,211599533,211602400,2
1,211602400,211604063,1
1,211604063,211607345,1
1,211607345,211610267,4
1,211610267,211611453,1
1,211611453,211611547,1
1,211611547,211617237,1
1,211617237,211618570,1
1,211618570,211621736,4
1,211621736,211624537,2
1,211624537,211625088,1
1,211625088,211626682,2
1,211626682,211629850,1
1,211629850,211631642,1
1,211631642,211631812,1
1,211631812,211632543,1
1,211632543,211633199,1
1,211633199,211638614,1
1,211638614,211639429,1
1,211639429,211639687,1
1,211639687,211650912,2
1,211650912,211696072,1
1,211696072,211703843,3
1,211703843,211707200,1
1,211707200,211725882,1
1,211725882,211730992,4
1,211730992,211731549,1
1,211731549,211737877,2
1,211737877,211738082,1
1,211738082,211740306,1
1,211740306,211741523,1
1,211741523,211755292,1
1,211755292,211756093,1
1,211756093,211757953,2
1,211757953,211759190,2
1,211759190,211760404,1
1,211760404,211765648,1
1,211765648,211767017,1
1,211767017,211768888,1
1,211768888,211769608,1
1,211769608,211772199,1
1,211772199,211774027,1
1,211774027,211776052,2
1,211776052,211780709,2
1,211780709,211784713,1
1,211784713,211785547,1
1,211785547,211790401,1
1,211790401,211805197,1
1,211805197,211807821,1
1,211807821,211809136,1
1,211809136,211812727,1
1,211812727,211815079,1
1,211815079,211818385,1
1,211818385,211819877,1
1,211819877,211823133,2
1,211823133,211825001,1
1,211825001,211826964,1
1,211826964,211835103,1
1,211835103,211837185,2
1,211837185,211839351,2
1,211839351,211843283,2
1,211843283,211845595,2
1,211845595,211845710,1
1,211845710,211848106,2
1,211848106,211848686,3
1,211848686,211849423,3
1,211849423,211852421,2
1,211852421,211853659,3
1,211853659,211855089,1
1,211855089,211855546,3
1,211855546,211857566,2
1,211857566,211859116,2
1,211859116,211860768,1
1,211860768,211862584,1
1,211862584,211863138,1
1,211863138,211864054,1
1,211864054,211865843,3
1,211865843,211867822,1
1,211867822,211871117,1
1,211871117,211874363,1
1,211874363,211876403,1
1,211876403,211879193,3
1,211879193,211881242,1
1,211881242,211889321,2
1,211889321,211891370,2
1,211891370,211893597,1
1,211893597,211896648,1
1,211896648,211899701,4
1,211899701,211902110,3
1,211902110,211906436,2
1,211906436,211909895,3
1,211909895,211914956,4
1,211914956,211918895,2
1,211918895,211922733,3
1,211922733,211925865,1
1,211925865,211927302,1
1,211927302,211929588,1
1,211929588,211933145,4
1,211933145,211941320,2
1,211941320,211946462,1
1,211946462,211958324,4
1,211958324,211963699,1
1,211963699,211969717,2
1,211969717,211976357,2
1,211976357,211979335,2
1,211979335,211987317,2
1,211987317,211992639,1
1,211992639,211995530,2
1,211995530,211997551,1
1,211997551,212000865,1
1,212000865,212010346,2
1,212010346,212013139,2
1,212013139,212019262,4
1,212019262,212032759,1
1,212032759,212036025,1
1,212036025,212038134,3
1,212038134,212045398,1
1,212045398,212051419,5
1,212051419,212060946,2
1,212060946,212063299,3
1,212063299,212064456,1
1,212064456,212066143,2
1,212066143,212072002,1
1,212072002,212073846,3
1,212073846,212074258,1
1,212074258,212074981,1
1,212074981,212077478,1
1,212077478,212077817,1
1,212077817,212079620,1
1,212079620,212082294,1
1,212082294,212084534,1
1,212084534,212087105,2
1,212087105,212088824,2
1,212088824,212089875,1
1,212089875,212097077,7
1,212097077,212099088,1
1,212099088,212099522,1
1,212099522,212100264,1
1,212100264,212101375,2
1,212101375,212105914,1
1,212105914,212110976,1
1,212110976,212114833,5
1,212114833,212115425,1
1,212115425,212118260,1
1,212118260,212121724,1
1,212121724,212126726,2
1,212126726,212128427,4
1,212128427,212129458,1
1,212129458,212155220,22
1,212155220,212172159,6
1,212172159,212175722,1
1,212175722,212177476,1
1,212177476,212178486,1
1,212178486,212181340,2
1,212181340,212183390,1
1,212183390,212185707,1
1,212185707,212189967,1
1,212189967,212192711,1
1,212192711,212193922,1
1,212193922,212202051,11
1,212202051,212205143,1
1,212205143,212206985,1
1,212206985,212216762,9
1,212216762,212218254,1
1,212218254,212225720,1
1,212225720,212229238,1
1,212229238,212229848,1
1,212229848,212232681,1
1,212232681,212234156,1
1,212234156,212242691,1
1,212242691,212261473,1
1,212261473,212275472,1
1,212275472,212305628,1
1,212305628,212308410,1
1,212308410,212317393,1
1,212317393,212357797,1
1,212357797,212436531,2
1,212436531,212464668,1
1,212464668,212478157,1
1,212478157,212524963,1
1,212524963,212561652,1
1,212561652,212582603,1
1,212582603,212588185,1
1,212588185,212589683,4
1,212589683,212593080,1
1,212593080,212593558,1
1,212593558,212596069,2
1,212596069,212597052,1
1,212597052,212597412,1
1,212597412,212607611,1
1,212607611,212616993,1
1,212616993,212617617,1
1,212617617,212623637,1
1,212623637,212625635,1
1,212625635,212626607,1
1,212626607,212627544,1
1,212627544,212641929,12
1,212641929,212649149,6
1,212649149,212665374,16
1,212665374,212667142,2
1,212667142,212668592,2
1,212668592,212672251,3
1,212672251,212683211,25
1,212683211,212694849,13
1,212694849,212698288,1
1,212698288,212706412,1
1,212706412,212715495,1
1,212715495,212717139,1
1,212717139,212720419,1
1,212720419,212725841,1
1,212725841,212729747,1
1,212729747,212731154,1
1,212731154,212734524,2
1,212734524,212735587,1
1,212735587,212751673,1
1,212751673,212756799,1
1,212756799,212794529,1
1,212794529,212797556,1
1,212797556,212800635,1
1,212800635,212812124,1
1,212812124,212813975,1
1,212813975,212816498,1
1,212816498,212817566,1
1,212817566,212826789,1
1,212826789,212828746,1
1,212828746,212854871,1
1,212854871,212876978,1
1,212876978,212884307,1
1,212884307,212894724,1
1,212894724,212894891,1
1,212894891,212908947,12
1,212908947,212917558,18
1,212917558,212919222,1
1,212919222,212922612,3
1,212922612,212923750,2
1,212923750,212923941,1
1,212923941,212924714,2
1,212924714,212925807,1
1,212925807,212932836,13
1,212932836,212946539,1
1,212946539,212976568,10
1,212976568,212991927,12
1,212991927,213007099,11
1,213007099,213016634,4
1,213016634,213038107,4
1,213038107,213061591,11
1,213061591,213094084,16
1,213094084,213146089,17
1,213146089,213160678,15
1,213160678,213197559,17
1,213197559,213205166,7
1,213205166,213205547,1
1,213205547,213234199,17
1,213234199,213244163,5
1,213244163,213287232,29
1,213287232,213303850,18
1,213303850,213315294,10
1,213315294,213322072,1
1,213322072,213328863,1
1,213328863,213343438,2
1,213343438,213348218,4
1,213348218,213352557,2
1,213352557,213356757,3
1,213356757,213362755,7
1,213362755,213375764,2
1,213375764,213381066,7
1,213381066,213386067,7
1,213386067,213407217,12
1,213407217,213425823,11
1,213425823,213426470,1
1,213426470,213443900,1
1,213443900,213471747,6
1,213471747,213483151,9
1,213483151,213487669,8
1,213487669,213493481,2
1,213493481,213497411,1
1,213497411,213498457,1
1,213498457,213502927,3
1,213502927,213504247,1
1,213504247,213505629,1
1,213505629,213509137,1
1,213509137,213513912,4
1,213513912,213542768,47
1,213542768,213545427,3
1,213545427,213549884,1
1,213549884,213551789,1
1,213551789,213555551,1
1,213555551,213557262,2
1,213557262,213558313,2
1,213558313,213559397,3
1,213559397,213562428,2
1,213562428,213562659,1
1,213562659,213577661,1
1,213577661,213586900,1
1,213586900,213594479,6
1,213594479,213596536,1
1,213596536,213599081,1
1,213599081,213602240,2
1,213602240,213603336,1
1,213603336,213605298,4
1,213605298,213616382,1
1,213616382,213618672,1
1,213618672,213636349,1
1,213636349,213654427,13
1,213654427,213662593,14
1,213662593,213662832,1
1,213662832,213666375,1
1,213666375,213687966,41
1,213687966,213694064,1
1,213694064,213698710,1
1,213698710,213701246,1
1,213701246,213718903,1
1,213718903,213728742,3
1,213728742,213733623,7
1,213733623,213739658,9
1,213739658,213742984,5
1,213742984,213745227,3
1,213745227,213746970,1
1,213746970,213750357,2
1,213750357,213761913,1
1,213761913,213769049,1
1,213769049,213773235,1
1,213773235,213774882,1
1,213774882,213777189,2
1,213777189,213778548,1
1,213778548,213780885,1
1,213780885,213827471,3
1,213827471,213844538,2
1,213844538,213870367,5
1,213870367,213881087,21
1,213881087,213903343,24
1,213903343,213905118,1
1,213905118,213910123,3
1,213910123,213916554,5
1,213916554,213928283,1
1,213928283,213930093,1
1,213930093,213935953,3
1,213935953,213936948,1
1,213936948,213937686,1
1,213937686,213944747,5
1,213944747,213945000,2
1,213945000,213947603,2
1,213947603,213949634,1
1,213949634,213950332,2
1,213950332,213955565,1
1,213955565,213958028,2
1,213958028,213960125,3
1,213960125,213960908,1
1,213960908,213961283,1
1,213961283,213961690,1
1,213961690,213962654,1
1,213962654,213964132,1
1,213964132,213969104,2
1,213969104,213979132,9
1,213979132,213984557,5
1,213984557,213993080,1
1,213993080,214000033,1
1,214000033,214013919,4
1,214013919,214016337,3
1,214016337,214018790,1
1,214018790,214069007,1
1,214069007,214088007,1
1,214088007,214095276,1
1,214095276,214106662,1
1,214106662,214114077,1
1,214114077,214119840,4
1,214119840,214135053,7
1,214135053,214139762,2
1,214139762,214241102,1
1,214241102,214242411,1
1,214242411,214243307,1
1,214243307,214244862,1
1,214244862,214246185,3
1,214246185,214249132,4
1,214249132,214251575,1
1,214251575,214254576,1
1,214254576,214268313,6
1,214268313,214276404,4
1,214276404,214296165,18
1,214296165,214297780,1
1,214297780,214313002,1
1,214313002,214316987,1
1,214316987,214319443,2
1,214319443,214322360,1
1,214322360,214323311,1
1,214323311,214326539,2
1,214326539,214329554,3
1,214329554,214331939,2
1,214331939,214334967,1
1,214334967,214336167,1
1,214336167,214341018,1
1,214341018,214346070,2
1,214346070,214353194,2
1,214353194,214396718,8
1,214396718,214403011,1
1,214403011,214403513,1
1,214403513,214404133,1
1,214404133,214410786,1
1,214410786,214413354,1
1,214413354,214427821,3
1,214427821,214428197,1
1,214428197,214430136,3
1,214430136,214435784,1
1,214435784,214437248,3
1,214437248,214442820,3
1,214442820,214448534,1
1,214448534,214452978,1
1,214452978,214453574,1
1,214453574,214455908,1
1,214455908,214457731,1
1,214457731,214459131,8
1,214459131,214460608,5
1,214460608,214461167,7
1,214461167,214464206,22
1,214464206,214465053,5
1,214465053,214465381,6
1,214465381,214471428,26
1,214471428,214476346,5
1,214476346,214478160,1
1,214478160,214482911,5
1,214482911,214483070,1
1,214483070,214484868,3
1,214484868,214485962,1
1,214485962,214488008,8
1,214488008,214497629,19
1,214497629,214499607,1
1,214499607,214501962,2
1,214501962,214507475,1
1,214507475,214530341,1
1,214530341,214551325,4
1,214551325,214556295,13
1,214556295,214558801,2
1,214558801,214565761,1
1,214565761,214572891,2
1,214572891,214579002,1
1,214579002,214589942,1
1,214589942,214606283,1
1,214606283,214625237,1
1,214625237,214639718,1
1,214639718,214652326,1
1,214652326,214652632,2
1,214652632,214653719,2
1,214653719,214654360,1
1,214654360,214675245,5
1,214675245,214679740,1
1,214679740,214679889,1
1,214679889,214682306,1
1,214682306,214684034,1
1,214684034,214686208,2
1,214686208,214689155,5
1,214689155,214689783,1
1,214689783,214690713,2
1,214690713,214697482,1
1,214697482,214698961,3
1,214698961,214700319,2
1,214700319,214700322,3
1,214700322,214703168,3
1,214703168,214734319,1
1,214734319,214739988,1
1,214739988,214770743,2
1,214770743,214813372,3
1,214813372,214818602,1
1,214818602,214824408,1
1,214824408,214825016,3
1,214825016,214826266,2
1,214826266,214827335,1
1,214827335,214829462,1
1,214829462,214831585,2
1,214831585,214831937,2
1,214831937,214832278,1
1,214832278,214834056,2
1,214834056,214835872,1
1,214835872,214836650,2
1,214836650,214839052,5
1,214839052,214841420,6
1,214841420,214842431,1
1,214842431,214852386,1
1,214852386,214863623,1
1,214863623,214867879,1
1,214867879,214872182,1
1,214872182,214873549,1
1,214873549,214874077,1
1,214874077,214877071,1
1,214877071,214877929,1
1,214877929,214879823,1
1,214879823,214880265,1
1,214880265,214884416,1
1,214884416,214884730,1
1,214884730,214889364,1
1,214889364,214890439,2
1,214890439,214890910,1
1,214890910,214893651,1
1,214893651,214896700,1
1,214896700,214901129,1
1,214901129,214912257,1
1,214912257,214964213,11
1,214964213,214976290,17
1,214976290,214976983,2
1,214976983,214981119,5
1,214981119,214997061,12
1,214997061,215007205,8
1,215007205,215018829,42
1,215018829,215019009,3
1,215019009,215024963,3
1,215024963,215044796,48
1,215044796,215050102,12
1,215050102,215054744,5
1,215054744,215058203,4
1,215058203,215058605,1
1,215058605,215067068,1
1,215067068,215068189,1
1,215068189,215068606,1
1,215068606,215069238,1
1,215069238,215070402,2
1,215070402,215072786,1
1,215072786,215075099,5
1,215075099,215075634,1
1,215075634,215078445,2
1,215078445,215080901,1
1,215080901,215083194,1
1,215083194,215084424,1
1,215084424,215106917,1
1,215106917,215115801,1
1,215115801,215141694,1
1,215141694,215188249,1
1,215188249,215188864,1
1,215188864,215192154,4
1,215192154,215195171,3
1,215195171,215197278,3
1,215197278,215199262,3
1,215199262,215209045,13
1,215209045,215214112,9
1,215214112,215218902,10
1,215218902,215222793,4
1,215222793,215230104,9
1,215230104,215230525,1
1,215230525,215236053,9
1,215236053,215242789,20
1,215242789,215272382,42
1,215272382,215308966,23
1,215308966,215329461,5
1,215329461,215429945,4
1,215429945,215452307,1
1,215452307,215511583,2
1,215511583,215569662,2
1,215569662,215617663,1
1,215617663,215622854,1
1,215622854,215627441,1
1,215627441,215640319,1
1,215640319,215651825,1
1,215651825,215665748,1
1,215665748,215671031,1
1,215671031,215673212,1
1,215673212,215676005,1
1,215676005,215682753,2
1,215682753,215684999,2
1,215684999,215694292,2
1,215694292,215694705,1
1,215694705,215697119,1
1,215697119,215700121,2
1,215700121,215703862,4
1,215703862,215710008,3
1,215710008,215710753,1
1,215710753,215713367,2
1,215713367,215716068,1
1,215716068,215717163,1
1,215717163,215720217,2
1,215720217,215722114,1
1,215722114,215724220,3
1,215724220,215726151,2
1,215726151,215730565,10
1,215730565,215732520,3
1,215732520,215733197,1
1,215733197,215739525,9
1,215739525,215749419,1
1,215749419,215756748,8
1,215756748,215758286,2
1,215758286,215764902,6
1,215764902,215781696,1
1,215781696,215786825,2
1,215786825,215795979,1
1,215795979,215796026,2
1,215796026,215875083,1
1,215875083,215902825,1
1,215902825,215904422,1
1,215904422,215912453,1
1,215912453,215920092,1
1,215920092,215923899,1
1,215923899,215948445,10
1,215948445,215973659,28
1,215973659,215979752,9
1,215979752,215981001,6
1,215981001,215984990,1
1,215984990,215987897,1
1,215987897,215989576,4
1,215989576,215990270,2
1,215990270,215991041,1
1,215991041,215992663,1
1,215992663,215999398,1
1,215999398,216002354,1
1,216002354,216007855,1
1,216007855,216009761,1
1,216009761,216012671,3
1,216012671,216014236,1
1,216014236,216019207,1
1,216019207,216029927,2
1,216029927,216033426,3
1,216033426,216036140,1
1,216036140,216038647,1
1,216038647,216076228,3
1,216076228,216084909,3
1,216084909,216090432,3
1,216090432,216120299,24
1,216120299,216123587,17
1,216123587,216165808,56
1,216165808,216201007,16
1,216201007,216207730,4
1,216207730,216231250,12
1,216231250,216238970,8
1,216238970,216288637,51
1,216288637,216295146,5
1,216295146,216313749,11
1,216313749,216355358,1
1,216355358,216375740,23
1,216375740,216406399,32
1,216406399,216415231,6
1,216415231,216430479,15
1,216430479,216431729,1
1,216431729,216440419,5
1,216440419,216444644,1
1,216444644,216447818,3
1,216447818,216448866,1
1,216448866,216451030,1
1,216451030,216457808,4
1,216457808,216481698,27
1,216481698,216482932,1
1,216482932,216495687,39
1,216495687,216506467,2
1,216506467,216509106,1
1,216509106,216510709,1
1,216510709,216513632,1
1,216513632,216514743,1
1,216514743,216515799,1
1,216515799,216517365,1
1,216517365,216529343,2
1,216529343,216533115,1
1,216533115,216534177,1
1,216534177,216539670,2
1,216539670,216543153,6
1,216543153,216544735,5
1,216544735,216545230,3
1,216545230,216546157,1
1,216546157,216547444,2
1,216547444,216550873,10
1,216550873,216553519,5
1,216553519,216554331,1
1,216554331,216555535,3
1,216555535,216558156,1
1,216558156,216558937,1
1,216558937,216560659,1
1,216560659,216562029,1
1,216562029,216565949,2
1,216565949,216570157,2
1,216570157,216571903,1
1,216571903,216572571,1
1,216572571,216577722,1
1,216577722,216578567,1
1,216578567,216582411,4
1,216582411,216585701,2
